#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Fri Sep 02 15:34:54 EDT 2016,0,0,TerminatesWithPeriodSuite, , ,TerminatesWithPeriodOutputTest- TerminatesWithPeriodProductTest- TerminatesWithPeriodSumTest- ,InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest ,
1,Fri Sep 02 15:36:56 EDT 2016,0,0,InvalidCharacterSuite, , ,InvalidCharacterOutputTest+ InvalidCharacterProductTest+ InvalidCharacterSumTest+ TerminatesWithPeriodOutputTest TerminatesWithPeriodProductTest TerminatesWithPeriodSumTest ,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest SingleTokenOutputTest SingleTokenProductTest SingleTokenSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest ,
2,Fri Sep 02 16:25:48 EDT 2016,0,0,Assignment1Suite, ,MultipleTokenProductTest+ MultipleTokenSumTest+ MultipleTokensOutputTest+ SingleTokenProductTest+ SingleTokenSumTest+ ,InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest SingleTokenOutputTest+ TerminatesWithPeriodOutputTest TerminatesWithPeriodProductTest TerminatesWithPeriodSumTest VariableSpaceOutputTest+ VariableSpaceProductTest+ VariableSpaceSumTest+ , ,
3,Fri Sep 02 17:27:04 EDT 2016,33,33,Assignment1Suite,MultipleTokenProductTest+ MultipleTokenSumTest+ MultipleTokensOutputTest+ SingleTokenProductTest+ SingleTokenSumTest+ , ,InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest SingleTokenOutputTest TerminatesWithPeriodOutputTest TerminatesWithPeriodProductTest TerminatesWithPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
4,Fri Sep 02 17:28:28 EDT 2016,33,0,InvalidCharacterSuite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest SingleTokenProductTest SingleTokenSumTest , ,InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest SingleTokenOutputTest TerminatesWithPeriodOutputTest TerminatesWithPeriodProductTest TerminatesWithPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
5,Fri Sep 02 17:54:19 EDT 2016,33,0,Assignment1Suite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest SingleTokenProductTest SingleTokenSumTest , ,InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest SingleTokenOutputTest TerminatesWithPeriodOutputTest TerminatesWithPeriodProductTest TerminatesWithPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
6,Fri Sep 02 17:55:24 EDT 2016,33,0,SingleTokenSuite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest SingleTokenProductTest SingleTokenSumTest , ,InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest SingleTokenOutputTest TerminatesWithPeriodOutputTest TerminatesWithPeriodProductTest TerminatesWithPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
7,Fri Sep 02 18:09:51 EDT 2016,33,0,SingleTokenSuite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest SingleTokenProductTest SingleTokenSumTest , ,InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest SingleTokenOutputTest TerminatesWithPeriodOutputTest TerminatesWithPeriodProductTest TerminatesWithPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
8,Fri Sep 02 18:17:24 EDT 2016,33,0,SingleTokenSuite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest SingleTokenProductTest SingleTokenSumTest , ,InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest SingleTokenOutputTest TerminatesWithPeriodOutputTest TerminatesWithPeriodProductTest TerminatesWithPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
9,Fri Sep 02 18:18:21 EDT 2016,33,0,MultipleTokenSuite,MultipleTokenProductTest MultipleTokenSumTest MultipleTokensOutputTest SingleTokenProductTest SingleTokenSumTest , ,InvalidCharacterOutputTest InvalidCharacterProductTest InvalidCharacterSumTest SingleTokenOutputTest TerminatesWithPeriodOutputTest TerminatesWithPeriodProductTest TerminatesWithPeriodSumTest VariableSpaceOutputTest VariableSpaceProductTest VariableSpaceSumTest , ,
